split,method,sampling,tune_val_auc,tune_best_params
split_1+15,Old,none,0.575945,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 4, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_1+15,Old,undersampling,0.571995,"{""max_depth"": 20, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 16, ""n_estimators"": 800}"
split_1+15,Old,oversampling,0.545012,"{""max_depth"": 24, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_1+15,Old,hybrid,0.564842,"{""max_depth"": 24, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""min_samples_split"": 4, ""n_estimators"": 200}"
split_1+15,New,none,0.836741,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 800}"
split_1+15,New,undersampling,0.833869,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_1+15,New,oversampling,0.754106,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 800}"
split_1+15,New,hybrid,0.769878,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 400}"
split_1+15,Retrain,none,0.822131,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_1+15,Retrain,undersampling,0.829651,"{""max_depth"": 32, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 600}"
split_1+15,Retrain,oversampling,0.739041,"{""max_depth"": 32, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 4, ""n_estimators"": 200}"
split_1+15,Retrain,hybrid,0.763767,"{""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""min_samples_split"": 2, ""n_estimators"": 400}"
split_1+15,Finetune,none,0.577239,"{""max_depth"": null, ""max_features"": ""log2"", ""min_samples_leaf"": 8, ""min_samples_split"": 32, ""n_estimators"": 400}"
split_1+15,Finetune,undersampling,0.575598,"{""max_depth"": 20, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 800}"
split_1+15,Finetune,oversampling,0.545425,"{""max_depth"": 12, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""min_samples_split"": 8, ""n_estimators"": 600}"
split_1+15,Finetune,hybrid,0.566830,"{""max_depth"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""min_samples_split"": 4, ""n_estimators"": 400}"
